Identifier,Descriptor
/m/036hnm,"['wordnet_denomination_108146782', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_nongovernmental_organization_108009834', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/036kmk,"['wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_club_108227214']"
/m/0370vy,"['wordnet_location_100027167', 'wordnet_physical_entity_100001930', 'wordnet_region_108630985', 'wordnet_area_108497294', 'wordnet_object_100002684']"
/m/0371rb,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/0373qg,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/0373qt,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/0377k9,"['wordnet_activity_100407535', 'wordnet_psychological_feature_100023100', 'wordnet_act_100030358', 'wordnet_occupation_100582388', 'wordnet_abstraction_100002137', 'wordnet_event_100029378']"
/m/037css,"['wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_club_108227214']"
/m/037h1k,"['wordnet_electronics_company_108003035', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098', 'wordnet_institution_108053576', 'wordnet_subsidiary_company_108003935']"
/m/037mjv,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/037mp6,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/037njl,"['wordnet_denomination_108146782', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_nongovernmental_organization_108009834', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/037q2p,"['wordnet_denomination_108146782', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_nongovernmental_organization_108009834', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/037s9x,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/037ts6,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214']"
/m/03818y,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
/m/038_0z,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/038_3y,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/038csl,"['wordnet_district_108552138', 'wordnet_physical_entity_100001930', 'wordnet_school_district_108587709', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684']"
/m/038czx,"['wordnet_denomination_108146782', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_nongovernmental_organization_108009834', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/038zh6,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/03915c,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/0394y,"['wordnet_abstraction_100002137', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_group_100031264']"
/m/039_ym,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/039b7_,"['wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_region_108630039', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_area_108497294']"
/m/039cpd,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_broadcasting_company_108002015', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/039h8_,"['wordnet_person_100007846', 'wordnet_causal_agent_100007347', 'wordnet_head_110162991', 'wordnet_whole_100003553', 'wordnet_physical_entity_100001930', 'wordnet_living_thing_100004258', 'wordnet_organism_100004475', 'wordnet_leader_109623038', 'wordnet_object_100002684']"
/m/03_05,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/03_3z4,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/03_44z,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/03_9hm,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/03_9r,"['wordnet_language_106282651', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137']"
/m/03_9x6,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/03__77,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/03__y,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/03_jhh,"['wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_company_108058098']"
/m/03_lsr,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/03_ly,"['wordnet_time_period_115113229', 'wordnet_measure_100033615', 'wordnet_calendar_month_115209413', 'wordnet_abstraction_100002137', 'wordnet_fundamental_quantity_113575869']"
/m/03_qj1,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/03_qrp,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/03_r3,"['wordnet_district_108552138', 'wordnet_island_109316454', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930', 'wordnet_land_109334396']"
/m/03_r_5,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/03_vpw,"['wordnet_activity_100407535', 'wordnet_psychological_feature_100023100', 'wordnet_act_100030358', 'wordnet_occupation_100582388', 'wordnet_abstraction_100002137', 'wordnet_event_100029378']"
/m/03_z5f,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/03_zv5,"['wordnet_auditory_communication_107109019', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/03b6j8,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_football_team_108080025', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659']"
/m/03b79,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_empire_108557482', 'wordnet_domain_108556491', 'wordnet_physical_entity_100001930']"
/m/03b8gh,"['wordnet_social_group_107950920', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_company_108058098']"
/m/03bkbh,"['wordnet_social_group_107950920', 'wordnet_people_107942152', 'wordnet_ethnic_group_107967382', 'wordnet_abstraction_100002137', 'wordnet_tribe_108372411', 'wordnet_group_100031264']"
/m/03bmmc,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/03bnd9,"['wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_organization_108008335', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264']"
/m/03bxbql,"['wordnet_district_108552138', 'wordnet_country_108544813', 'wordnet_location_100027167', 'wordnet_region_108630985', 'wordnet_administrative_district_108491826', 'wordnet_object_100002684', 'wordnet_physical_entity_100001930']"
/m/03bxpt0,"['wordnet_association_108049401', 'wordnet_school_108276720', 'wordnet_social_group_107950920', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_club_108227214', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137']"
/m/03by7wc,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_basketball_team_108079852', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/03bzc7,"['wordnet_auditory_communication_107109019', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/03c0t9,"['wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_unit_108189659', 'wordnet_social_group_107950920', 'wordnet_group_100031264', 'wordnet_basketball_team_108079852', 'wordnet_club_108227214']"
/m/03c3yf,"['wordnet_social_group_107950920', 'wordnet_rock_group_108250501', 'wordnet_musical_organization_108246613', 'wordnet_abstraction_100002137', 'wordnet_group_100031264', 'wordnet_dance_band_108249960', 'wordnet_organization_108008335']"
/m/03c6s24,"['wordnet_time_period_115113229', 'wordnet_baseball_season_115240389', 'wordnet_season_115239579', 'wordnet_measure_100033615', 'wordnet_abstraction_100002137', 'wordnet_fundamental_quantity_113575869']"
/m/03c6sl9,"['wordnet_time_period_115113229', 'wordnet_psychological_feature_100023100', 'wordnet_baseball_season_115240389', 'wordnet_season_115239579', 'wordnet_measure_100033615', 'wordnet_abstraction_100002137', 'wordnet_fundamental_quantity_113575869', 'wordnet_event_100029378']"
/m/03c74_8,"['wordnet_time_period_115113229', 'wordnet_baseball_season_115240389', 'wordnet_season_115239579', 'wordnet_measure_100033615', 'wordnet_abstraction_100002137', 'wordnet_fundamental_quantity_113575869']"
/m/03c7tr1,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/03ccq3s,"['wordnet_signal_106791372', 'wordnet_communication_100033020', 'wordnet_abstraction_100002137', 'wordnet_award_106696483', 'wordnet_symbol_106806469']"
/m/03ch14,"['wordnet_message_106598915', 'wordnet_abstraction_100002137', 'wordnet_offer_107164546', 'wordnet_communication_100033020', 'wordnet_special_107166851']"
/m/03ckfl9,"['wordnet_auditory_communication_107109019', 'wordnet_expressive_style_107066659', 'wordnet_communication_100033020', 'wordnet_music_107020895', 'wordnet_abstraction_100002137', 'wordnet_music_genre_107071942']"
/m/03cwqpm,"['wordnet_social_group_107950920', 'wordnet_abstraction_100002137', 'wordnet_association_108049401', 'wordnet_group_100031264', 'wordnet_organization_108008335', 'wordnet_team_108208560', 'wordnet_club_108227214', 'wordnet_unit_108189659']"
/m/03cz83,"['wordnet_social_group_107950920', 'wordnet_university_108286569', 'wordnet_institution_108053576', 'wordnet_abstraction_100002137', 'wordnet_educational_institution_108276342', 'wordnet_group_100031264', 'wordnet_organization_108008335']"
